name,price,image_url,category,availability,scraped_at,placeholder_url,potential_real_urls,real_image_path,has_real_image,local_image
Fleshlight Turbo Thrust,"KSh 9,500.00",product_images/Fleshlight_Turbo_Thrust.html,Men's Toys,In Stock,2025-09-08T01:50:31.460949,https://dummyimage.com/300x300/54a0ff/ffffff&text=Fleshlight+Turbo+Thrust,"['https://romantix.co.ke/wp-content/uploads/products/fleshlight-turbo-thrust.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/fleshlight-turbo-thrust.jpg', 'https://romantix.co.ke/images/products/fleshlight-turbo-thrust.jpg', 'https://romantix.co.ke/uploads/fleshlight-turbo-thrust.jpg']",,False,True
Tenga Air-Tech,"KSh 6,800.00",product_images/Tenga_Air-Tech.html,Men's Toys,Out of Stock,2025-09-08T01:50:31.462768,https://dummyimage.com/300x300/54a0ff/ffffff&text=Tenga+AirTech,"['https://romantix.co.ke/wp-content/uploads/products/tenga-air-tech.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/tenga-air-tech.jpg', 'https://romantix.co.ke/images/products/tenga-air-tech.jpg', 'https://romantix.co.ke/uploads/tenga-air-tech.jpg']",,False,True
Fleshlight Vibro,"KSh 10,000.00",product_images/Fleshlight_Vibro.html,Men's Toys,In Stock,2025-09-08T01:50:31.463805,https://dummyimage.com/300x300/54a0ff/ffffff&text=Fleshlight+Vibro,"['https://romantix.co.ke/wp-content/uploads/products/fleshlight-vibro.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/fleshlight-vibro.jpg', 'https://romantix.co.ke/images/products/fleshlight-vibro.jpg', 'https://romantix.co.ke/uploads/fleshlight-vibro.jpg']",,False,True
Tenga Geo,"KSh 7,200.00",product_images/Tenga_Geo.html,Men's Toys,In Stock,2025-09-08T01:50:31.464728,https://dummyimage.com/300x300/54a0ff/ffffff&text=Tenga+Geo,"['https://romantix.co.ke/wp-content/uploads/products/tenga-geo.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/tenga-geo.jpg', 'https://romantix.co.ke/images/products/tenga-geo.jpg', 'https://romantix.co.ke/uploads/tenga-geo.jpg']",,False,True
Fleshlight Ice,"KSh 8,200.00",product_images/Fleshlight_Ice.html,Men's Toys,In Stock,2025-09-08T01:50:31.465573,https://dummyimage.com/300x300/54a0ff/ffffff&text=Fleshlight+Ice,"['https://romantix.co.ke/wp-content/uploads/products/fleshlight-ice.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/fleshlight-ice.jpg', 'https://romantix.co.ke/images/products/fleshlight-ice.jpg', 'https://romantix.co.ke/uploads/fleshlight-ice.jpg']",,False,True
Tenga Vacuum,"KSh 5,800.00",product_images/Tenga_Vacuum.html,Men's Toys,In Stock,2025-09-08T01:50:31.466236,https://dummyimage.com/300x300/54a0ff/ffffff&text=Tenga+Vacuum,"['https://romantix.co.ke/wp-content/uploads/products/tenga-vacuum.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/tenga-vacuum.jpg', 'https://romantix.co.ke/images/products/tenga-vacuum.jpg', 'https://romantix.co.ke/uploads/tenga-vacuum.jpg']",,False,True
Fleshlight Fleshskin,"KSh 7,800.00",product_images/Fleshlight_Fleshskin.html,Men's Toys,In Stock,2025-09-08T01:50:31.466997,https://dummyimage.com/300x300/54a0ff/ffffff&text=Fleshlight+Fleshskin,"['https://romantix.co.ke/wp-content/uploads/products/fleshlight-fleshskin.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/fleshlight-fleshskin.jpg', 'https://romantix.co.ke/images/products/fleshlight-fleshskin.jpg', 'https://romantix.co.ke/uploads/fleshlight-fleshskin.jpg']",,False,True
Tenga Deep Throat,"KSh 6,200.00",product_images/Tenga_Deep_Throat.html,Men's Toys,In Stock,2025-09-08T01:50:31.467915,https://dummyimage.com/300x300/54a0ff/ffffff&text=Tenga+Deep+Throat,"['https://romantix.co.ke/wp-content/uploads/products/tenga-deep-throat.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/tenga-deep-throat.jpg', 'https://romantix.co.ke/images/products/tenga-deep-throat.jpg', 'https://romantix.co.ke/uploads/tenga-deep-throat.jpg']",,False,True
Fleshlight Super Tight,"KSh 8,800.00",product_images/Fleshlight_Super_Tight.html,Men's Toys,In Stock,2025-09-08T01:50:31.469292,https://dummyimage.com/300x300/54a0ff/ffffff&text=Fleshlight+Super+Tight,"['https://romantix.co.ke/wp-content/uploads/products/fleshlight-super-tight.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/fleshlight-super-tight.jpg', 'https://romantix.co.ke/images/products/fleshlight-super-tight.jpg', 'https://romantix.co.ke/uploads/fleshlight-super-tight.jpg']",,False,True
Tenga Bobble,"KSh 4,200.00",product_images/Tenga_Bobble.html,Men's Toys,In Stock,2025-09-08T01:50:31.470105,https://dummyimage.com/300x300/54a0ff/ffffff&text=Tenga+Bobble,"['https://romantix.co.ke/wp-content/uploads/products/tenga-bobble.jpg', 'https://romantix.co.ke/wp-content/uploads/mens-toys/tenga-bobble.jpg', 'https://romantix.co.ke/images/products/tenga-bobble.jpg', 'https://romantix.co.ke/uploads/tenga-bobble.jpg']",,False,True
Leather Whip Set,"KSh 4,500.00",product_images/Leather_Whip_Set.html,Bondage Toys,In Stock,2025-09-08T01:50:31.471038,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Whip+Set,"['https://romantix.co.ke/wp-content/uploads/products/leather-whip-set.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-whip-set.jpg', 'https://romantix.co.ke/images/products/leather-whip-set.jpg', 'https://romantix.co.ke/uploads/leather-whip-set.jpg']",,False,True
Handcuffs with Fur Lining,"KSh 3,200.00",product_images/Handcuffs_with_Fur_Lining.html,Bondage Toys,In Stock,2025-09-08T01:50:31.471775,https://dummyimage.com/300x300/5f27cd/ffffff&text=Handcuffs+with+Fur+Lining,"['https://romantix.co.ke/wp-content/uploads/products/handcuffs-with-fur-lining.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/handcuffs-with-fur-lining.jpg', 'https://romantix.co.ke/images/products/handcuffs-with-fur-lining.jpg', 'https://romantix.co.ke/uploads/handcuffs-with-fur-lining.jpg']",,False,True
Blindfold with Feathers,"KSh 2,800.00",product_images/Blindfold_with_Feathers.html,Bondage Toys,In Stock,2025-09-08T01:50:31.472545,https://dummyimage.com/300x300/5f27cd/ffffff&text=Blindfold+with+Feathers,"['https://romantix.co.ke/wp-content/uploads/products/blindfold-with-feathers.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/blindfold-with-feathers.jpg', 'https://romantix.co.ke/images/products/blindfold-with-feathers.jpg', 'https://romantix.co.ke/uploads/blindfold-with-feathers.jpg']",,False,True
Ball Gag Set,"KSh 3,500.00",product_images/Ball_Gag_Set.html,Bondage Toys,In Stock,2025-09-08T01:50:31.473430,https://dummyimage.com/300x300/5f27cd/ffffff&text=Ball+Gag+Set,"['https://romantix.co.ke/wp-content/uploads/products/ball-gag-set.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/ball-gag-set.jpg', 'https://romantix.co.ke/images/products/ball-gag-set.jpg', 'https://romantix.co.ke/uploads/ball-gag-set.jpg']",,False,True
Rope Bondage Kit,"KSh 5,500.00",product_images/Rope_Bondage_Kit.html,Bondage Toys,In Stock,2025-09-08T01:50:31.474238,https://dummyimage.com/300x300/5f27cd/ffffff&text=Rope+Bondage+Kit,"['https://romantix.co.ke/wp-content/uploads/products/rope-bondage-kit.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/rope-bondage-kit.jpg', 'https://romantix.co.ke/images/products/rope-bondage-kit.jpg', 'https://romantix.co.ke/uploads/rope-bondage-kit.jpg']",,False,True
Leather Collar with Chain,"KSh 4,000.00",product_images/Leather_Collar_with_Chain.html,Bondage Toys,In Stock,2025-09-08T01:50:31.475037,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Collar+with+Chain,"['https://romantix.co.ke/wp-content/uploads/products/leather-collar-with-chain.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-collar-with-chain.jpg', 'https://romantix.co.ke/images/products/leather-collar-with-chain.jpg', 'https://romantix.co.ke/uploads/leather-collar-with-chain.jpg']",,False,True
Paddle with Studs,"KSh 3,800.00",product_images/Paddle_with_Studs.html,Bondage Toys,Out of Stock,2025-09-08T01:50:31.476534,https://dummyimage.com/300x300/5f27cd/ffffff&text=Paddle+with+Studs,"['https://romantix.co.ke/wp-content/uploads/products/paddle-with-studs.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/paddle-with-studs.jpg', 'https://romantix.co.ke/images/products/paddle-with-studs.jpg', 'https://romantix.co.ke/uploads/paddle-with-studs.jpg']",,False,True
Restraint Straps Set,"KSh 6,000.00",product_images/Restraint_Straps_Set.html,Bondage Toys,Out of Stock,2025-09-08T01:50:31.477547,https://dummyimage.com/300x300/5f27cd/ffffff&text=Restraint+Straps+Set,"['https://romantix.co.ke/wp-content/uploads/products/restraint-straps-set.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/restraint-straps-set.jpg', 'https://romantix.co.ke/images/products/restraint-straps-set.jpg', 'https://romantix.co.ke/uploads/restraint-straps-set.jpg']",,False,True
Nipple Clamps with Chain,"KSh 2,500.00",product_images/Nipple_Clamps_with_Chain.html,Bondage Toys,In Stock,2025-09-08T01:50:31.478510,https://dummyimage.com/300x300/5f27cd/ffffff&text=Nipple+Clamps+with+Chain,"['https://romantix.co.ke/wp-content/uploads/products/nipple-clamps-with-chain.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/nipple-clamps-with-chain.jpg', 'https://romantix.co.ke/images/products/nipple-clamps-with-chain.jpg', 'https://romantix.co.ke/uploads/nipple-clamps-with-chain.jpg']",,False,True
Leather Cuffs Set,"KSh 4,200.00",product_images/Leather_Cuffs_Set.html,Bondage Toys,In Stock,2025-09-08T01:50:31.479322,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Cuffs+Set,"['https://romantix.co.ke/wp-content/uploads/products/leather-cuffs-set.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-cuffs-set.jpg', 'https://romantix.co.ke/images/products/leather-cuffs-set.jpg', 'https://romantix.co.ke/uploads/leather-cuffs-set.jpg']",,False,True
Feather Tickler,"KSh 2,200.00",product_images/Feather_Tickler.html,Bondage Toys,In Stock,2025-09-08T01:50:31.480208,https://dummyimage.com/300x300/5f27cd/ffffff&text=Feather+Tickler,"['https://romantix.co.ke/wp-content/uploads/products/feather-tickler.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/feather-tickler.jpg', 'https://romantix.co.ke/images/products/feather-tickler.jpg', 'https://romantix.co.ke/uploads/feather-tickler.jpg']",,False,True
Cock Ring with Vibrations,"KSh 3,500.00",product_images/Cock_Ring_with_Vibrations.html,Bondage Toys,In Stock,2025-09-08T01:50:31.481007,https://dummyimage.com/300x300/5f27cd/ffffff&text=Cock+Ring+with+Vibrations,"['https://romantix.co.ke/wp-content/uploads/products/cock-ring-with-vibrations.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/cock-ring-with-vibrations.jpg', 'https://romantix.co.ke/images/products/cock-ring-with-vibrations.jpg', 'https://romantix.co.ke/uploads/cock-ring-with-vibrations.jpg']",,False,True
Leather Mask,"KSh 3,800.00",product_images/Leather_Mask.html,Bondage Toys,In Stock,2025-09-08T01:50:31.481789,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Mask,"['https://romantix.co.ke/wp-content/uploads/products/leather-mask.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-mask.jpg', 'https://romantix.co.ke/images/products/leather-mask.jpg', 'https://romantix.co.ke/uploads/leather-mask.jpg']",,False,True
Bondage Tape,"KSh 1,800.00",product_images/Bondage_Tape.html,Bondage Toys,Out of Stock,2025-09-08T01:50:31.482543,https://dummyimage.com/300x300/5f27cd/ffffff&text=Bondage+Tape,"['https://romantix.co.ke/wp-content/uploads/products/bondage-tape.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/bondage-tape.jpg', 'https://romantix.co.ke/images/products/bondage-tape.jpg', 'https://romantix.co.ke/uploads/bondage-tape.jpg']",,False,True
Leather Flogger,"KSh 4,800.00",product_images/Leather_Flogger.html,Bondage Toys,In Stock,2025-09-08T01:50:31.483509,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Flogger,"['https://romantix.co.ke/wp-content/uploads/products/leather-flogger.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-flogger.jpg', 'https://romantix.co.ke/images/products/leather-flogger.jpg', 'https://romantix.co.ke/uploads/leather-flogger.jpg']",,False,True
Spreader Bar,"KSh 5,200.00",product_images/Spreader_Bar.html,Bondage Toys,In Stock,2025-09-08T01:50:31.484441,https://dummyimage.com/300x300/5f27cd/ffffff&text=Spreader+Bar,"['https://romantix.co.ke/wp-content/uploads/products/spreader-bar.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/spreader-bar.jpg', 'https://romantix.co.ke/images/products/spreader-bar.jpg', 'https://romantix.co.ke/uploads/spreader-bar.jpg']",,False,True
Leather Harness,"KSh 6,500.00",product_images/Leather_Harness.html,Bondage Toys,In Stock,2025-09-08T01:50:31.485191,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Harness,"['https://romantix.co.ke/wp-content/uploads/products/leather-harness.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-harness.jpg', 'https://romantix.co.ke/images/products/leather-harness.jpg', 'https://romantix.co.ke/uploads/leather-harness.jpg']",,False,True
Wrist and Ankle Cuffs,"KSh 4,500.00",product_images/Wrist_and_Ankle_Cuffs.html,Bondage Toys,Out of Stock,2025-09-08T01:50:31.485841,https://dummyimage.com/300x300/5f27cd/ffffff&text=Wrist+and+Ankle+Cuffs,"['https://romantix.co.ke/wp-content/uploads/products/wrist-and-ankle-cuffs.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/wrist-and-ankle-cuffs.jpg', 'https://romantix.co.ke/images/products/wrist-and-ankle-cuffs.jpg', 'https://romantix.co.ke/uploads/wrist-and-ankle-cuffs.jpg']",,False,True
Leather Crop,"KSh 3,200.00",product_images/Leather_Crop.html,Bondage Toys,In Stock,2025-09-08T01:50:31.486506,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Crop,"['https://romantix.co.ke/wp-content/uploads/products/leather-crop.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-crop.jpg', 'https://romantix.co.ke/images/products/leather-crop.jpg', 'https://romantix.co.ke/uploads/leather-crop.jpg']",,False,True
Bondage Rope 30ft,"KSh 2,800.00",product_images/Bondage_Rope_30ft.html,Bondage Toys,In Stock,2025-09-08T01:50:31.487274,https://dummyimage.com/300x300/5f27cd/ffffff&text=Bondage+Rope+30ft,"['https://romantix.co.ke/wp-content/uploads/products/bondage-rope-30ft.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/bondage-rope-30ft.jpg', 'https://romantix.co.ke/images/products/bondage-rope-30ft.jpg', 'https://romantix.co.ke/uploads/bondage-rope-30ft.jpg']",,False,True
Leather Thong,"KSh 2,500.00",product_images/Leather_Thong.html,Bondage Toys,In Stock,2025-09-08T01:50:31.488139,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Thong,"['https://romantix.co.ke/wp-content/uploads/products/leather-thong.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-thong.jpg', 'https://romantix.co.ke/images/products/leather-thong.jpg', 'https://romantix.co.ke/uploads/leather-thong.jpg']",,False,True
Collar with Leash,"KSh 3,500.00",product_images/Collar_with_Leash.html,Bondage Toys,In Stock,2025-09-08T01:50:31.488983,https://dummyimage.com/300x300/5f27cd/ffffff&text=Collar+with+Leash,"['https://romantix.co.ke/wp-content/uploads/products/collar-with-leash.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/collar-with-leash.jpg', 'https://romantix.co.ke/images/products/collar-with-leash.jpg', 'https://romantix.co.ke/uploads/collar-with-leash.jpg']",,False,True
Leather Gloves,"KSh 2,200.00",product_images/Leather_Gloves.html,Bondage Toys,In Stock,2025-09-08T01:50:31.489793,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Gloves,"['https://romantix.co.ke/wp-content/uploads/products/leather-gloves.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-gloves.jpg', 'https://romantix.co.ke/images/products/leather-gloves.jpg', 'https://romantix.co.ke/uploads/leather-gloves.jpg']",,False,True
Bondage Kit Deluxe,"KSh 8,500.00",product_images/Bondage_Kit_Deluxe.html,Bondage Toys,In Stock,2025-09-08T01:50:31.490535,https://dummyimage.com/300x300/5f27cd/ffffff&text=Bondage+Kit+Deluxe,"['https://romantix.co.ke/wp-content/uploads/products/bondage-kit-deluxe.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/bondage-kit-deluxe.jpg', 'https://romantix.co.ke/images/products/bondage-kit-deluxe.jpg', 'https://romantix.co.ke/uploads/bondage-kit-deluxe.jpg']",,False,True
Leather Wrist Restraints,"KSh 3,800.00",product_images/Leather_Wrist_Restraints.html,Bondage Toys,Out of Stock,2025-09-08T01:50:31.491305,https://dummyimage.com/300x300/5f27cd/ffffff&text=Leather+Wrist+Restraints,"['https://romantix.co.ke/wp-content/uploads/products/leather-wrist-restraints.jpg', 'https://romantix.co.ke/wp-content/uploads/bondage-toys/leather-wrist-restraints.jpg', 'https://romantix.co.ke/images/products/leather-wrist-restraints.jpg', 'https://romantix.co.ke/uploads/leather-wrist-restraints.jpg']",,False,True
Anal Beads Set,"KSh 3,500.00",product_images/Anal_Beads_Set.html,Anal Toys,In Stock,2025-09-08T01:50:31.493424,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Beads+Set,"['https://romantix.co.ke/wp-content/uploads/products/anal-beads-set.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-beads-set.jpg', 'https://romantix.co.ke/images/products/anal-beads-set.jpg', 'https://romantix.co.ke/uploads/anal-beads-set.jpg']",,False,True
Butt Plug Small,"KSh 2,800.00",product_images/Butt_Plug_Small.html,Anal Toys,In Stock,2025-09-08T01:50:31.494199,https://dummyimage.com/300x300/00d2d3/ffffff&text=Butt+Plug+Small,"['https://romantix.co.ke/wp-content/uploads/products/butt-plug-small.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/butt-plug-small.jpg', 'https://romantix.co.ke/images/products/butt-plug-small.jpg', 'https://romantix.co.ke/uploads/butt-plug-small.jpg']",,False,True
Anal Training Kit,"KSh 5,500.00",product_images/Anal_Training_Kit.html,Anal Toys,In Stock,2025-09-08T01:50:31.494953,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Training+Kit,"['https://romantix.co.ke/wp-content/uploads/products/anal-training-kit.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-training-kit.jpg', 'https://romantix.co.ke/images/products/anal-training-kit.jpg', 'https://romantix.co.ke/uploads/anal-training-kit.jpg']",,False,True
Vibrating Butt Plug,"KSh 4,200.00",product_images/Vibrating_Butt_Plug.html,Anal Toys,In Stock,2025-09-08T01:50:31.495803,https://dummyimage.com/300x300/00d2d3/ffffff&text=Vibrating+Butt+Plug,"['https://romantix.co.ke/wp-content/uploads/products/vibrating-butt-plug.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/vibrating-butt-plug.jpg', 'https://romantix.co.ke/images/products/vibrating-butt-plug.jpg', 'https://romantix.co.ke/uploads/vibrating-butt-plug.jpg']",,False,True
Glass Anal Toy,"KSh 3,800.00",product_images/Glass_Anal_Toy.html,Anal Toys,In Stock,2025-09-08T01:50:31.496502,https://dummyimage.com/300x300/00d2d3/ffffff&text=Glass+Anal+Toy,"['https://romantix.co.ke/wp-content/uploads/products/glass-anal-toy.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/glass-anal-toy.jpg', 'https://romantix.co.ke/images/products/glass-anal-toy.jpg', 'https://romantix.co.ke/uploads/glass-anal-toy.jpg']",,False,True
Silicone Butt Plug Large,"KSh 4,500.00",product_images/Silicone_Butt_Plug_Large.html,Anal Toys,In Stock,2025-09-08T01:50:31.497181,https://dummyimage.com/300x300/00d2d3/ffffff&text=Silicone+Butt+Plug+Large,"['https://romantix.co.ke/wp-content/uploads/products/silicone-butt-plug-large.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/silicone-butt-plug-large.jpg', 'https://romantix.co.ke/images/products/silicone-butt-plug-large.jpg', 'https://romantix.co.ke/uploads/silicone-butt-plug-large.jpg']",,False,True
Anal Douche Kit,"KSh 2,200.00",product_images/Anal_Douche_Kit.html,Anal Toys,Out of Stock,2025-09-08T01:50:31.497799,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Douche+Kit,"['https://romantix.co.ke/wp-content/uploads/products/anal-douche-kit.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-douche-kit.jpg', 'https://romantix.co.ke/images/products/anal-douche-kit.jpg', 'https://romantix.co.ke/uploads/anal-douche-kit.jpg']",,False,True
Prostate Massager,"KSh 6,500.00",product_images/Prostate_Massager.html,Anal Toys,In Stock,2025-09-08T01:50:31.498482,https://dummyimage.com/300x300/00d2d3/ffffff&text=Prostate+Massager,"['https://romantix.co.ke/wp-content/uploads/products/prostate-massager.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/prostate-massager.jpg', 'https://romantix.co.ke/images/products/prostate-massager.jpg', 'https://romantix.co.ke/uploads/prostate-massager.jpg']",,False,True
Metal Butt Plug,"KSh 4,000.00",product_images/Metal_Butt_Plug.html,Anal Toys,In Stock,2025-09-08T01:50:31.499218,https://dummyimage.com/300x300/00d2d3/ffffff&text=Metal+Butt+Plug,"['https://romantix.co.ke/wp-content/uploads/products/metal-butt-plug.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/metal-butt-plug.jpg', 'https://romantix.co.ke/images/products/metal-butt-plug.jpg', 'https://romantix.co.ke/uploads/metal-butt-plug.jpg']",,False,True
Inflatable Butt Plug,"KSh 5,000.00",product_images/Inflatable_Butt_Plug.html,Anal Toys,In Stock,2025-09-08T01:50:31.499912,https://dummyimage.com/300x300/00d2d3/ffffff&text=Inflatable+Butt+Plug,"['https://romantix.co.ke/wp-content/uploads/products/inflatable-butt-plug.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/inflatable-butt-plug.jpg', 'https://romantix.co.ke/images/products/inflatable-butt-plug.jpg', 'https://romantix.co.ke/uploads/inflatable-butt-plug.jpg']",,False,True
Anal Beads with Vibrations,"KSh 4,800.00",product_images/Anal_Beads_with_Vibrations.html,Anal Toys,Out of Stock,2025-09-08T01:50:31.500555,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Beads+with+Vibration,"['https://romantix.co.ke/wp-content/uploads/products/anal-beads-with-vibrations.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-beads-with-vibrations.jpg', 'https://romantix.co.ke/images/products/anal-beads-with-vibrations.jpg', 'https://romantix.co.ke/uploads/anal-beads-with-vibrations.jpg']",,False,True
Tapered Butt Plug,"KSh 3,200.00",product_images/Tapered_Butt_Plug.html,Anal Toys,In Stock,2025-09-08T01:50:31.501803,https://dummyimage.com/300x300/00d2d3/ffffff&text=Tapered+Butt+Plug,"['https://romantix.co.ke/wp-content/uploads/products/tapered-butt-plug.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/tapered-butt-plug.jpg', 'https://romantix.co.ke/images/products/tapered-butt-plug.jpg', 'https://romantix.co.ke/uploads/tapered-butt-plug.jpg']",,False,True
Jeweled Butt Plug,"KSh 3,500.00",product_images/Jeweled_Butt_Plug.html,Anal Toys,In Stock,2025-09-08T01:50:31.502562,https://dummyimage.com/300x300/00d2d3/ffffff&text=Jeweled+Butt+Plug,"['https://romantix.co.ke/wp-content/uploads/products/jeweled-butt-plug.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/jeweled-butt-plug.jpg', 'https://romantix.co.ke/images/products/jeweled-butt-plug.jpg', 'https://romantix.co.ke/uploads/jeweled-butt-plug.jpg']",,False,True
Anal Hook,"KSh 4,500.00",product_images/Anal_Hook.html,Anal Toys,In Stock,2025-09-08T01:50:31.503380,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Hook,"['https://romantix.co.ke/wp-content/uploads/products/anal-hook.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-hook.jpg', 'https://romantix.co.ke/images/products/anal-hook.jpg', 'https://romantix.co.ke/uploads/anal-hook.jpg']",,False,True
Silicone Anal Beads,"KSh 3,800.00",product_images/Silicone_Anal_Beads.html,Anal Toys,In Stock,2025-09-08T01:50:31.504064,https://dummyimage.com/300x300/00d2d3/ffffff&text=Silicone+Anal+Beads,"['https://romantix.co.ke/wp-content/uploads/products/silicone-anal-beads.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/silicone-anal-beads.jpg', 'https://romantix.co.ke/images/products/silicone-anal-beads.jpg', 'https://romantix.co.ke/uploads/silicone-anal-beads.jpg']",,False,True
Glass Anal Beads,"KSh 4,200.00",product_images/Glass_Anal_Beads.html,Anal Toys,In Stock,2025-09-08T01:50:31.504810,https://dummyimage.com/300x300/00d2d3/ffffff&text=Glass+Anal+Beads,"['https://romantix.co.ke/wp-content/uploads/products/glass-anal-beads.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/glass-anal-beads.jpg', 'https://romantix.co.ke/images/products/glass-anal-beads.jpg', 'https://romantix.co.ke/uploads/glass-anal-beads.jpg']",,False,True
Anal Training Cone,"KSh 3,000.00",product_images/Anal_Training_Cone.html,Anal Toys,In Stock,2025-09-08T01:50:31.505513,https://dummyimage.com/300x300/00d2d3/ffffff&text=Anal+Training+Cone,"['https://romantix.co.ke/wp-content/uploads/products/anal-training-cone.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/anal-training-cone.jpg', 'https://romantix.co.ke/images/products/anal-training-cone.jpg', 'https://romantix.co.ke/uploads/anal-training-cone.jpg']",,False,True
Vibrating Anal Beads,"KSh 5,200.00",product_images/Vibrating_Anal_Beads.html,Anal Toys,In Stock,2025-09-08T01:50:31.506184,https://dummyimage.com/300x300/00d2d3/ffffff&text=Vibrating+Anal+Beads,"['https://romantix.co.ke/wp-content/uploads/products/vibrating-anal-beads.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/vibrating-anal-beads.jpg', 'https://romantix.co.ke/images/products/vibrating-anal-beads.jpg', 'https://romantix.co.ke/uploads/vibrating-anal-beads.jpg']",,False,True
Metal Anal Beads,"KSh 4,800.00",product_images/Metal_Anal_Beads.html,Anal Toys,Out of Stock,2025-09-08T01:50:31.507123,https://dummyimage.com/300x300/00d2d3/ffffff&text=Metal+Anal+Beads,"['https://romantix.co.ke/wp-content/uploads/products/metal-anal-beads.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/metal-anal-beads.jpg', 'https://romantix.co.ke/images/products/metal-anal-beads.jpg', 'https://romantix.co.ke/uploads/metal-anal-beads.jpg']",,False,True
Silicone Anal Hook,"KSh 3,500.00",product_images/Silicone_Anal_Hook.html,Anal Toys,In Stock,2025-09-08T01:50:31.508357,https://dummyimage.com/300x300/00d2d3/ffffff&text=Silicone+Anal+Hook,"['https://romantix.co.ke/wp-content/uploads/products/silicone-anal-hook.jpg', 'https://romantix.co.ke/wp-content/uploads/anal-toys/silicone-anal-hook.jpg', 'https://romantix.co.ke/images/products/silicone-anal-hook.jpg', 'https://romantix.co.ke/uploads/silicone-anal-hook.jpg']",,False,True
